t,flux
3.80190,1.00000
3.81191,1.00000
3.82191,1.00000
3.83192,1.00000
3.84192,1.00000
3.85193,1.00000
3.86193,1.00000
3.87194,1.00000
3.88194,1.00000
3.89195,1.00000
3.90195,1.00000
3.91196,1.00000
3.92196,1.00000
3.93197,1.00000
3.94197,1.00000
3.95198,1.00000
3.96198,1.00000
3.97199,1.00000
3.98199,1.00000
3.99200,1.00000
4.00200,1.00000
4.01201,1.00000
4.02201,1.00000
4.03202,1.00000
4.04202,1.00000
4.05203,1.00000
4.06203,1.00000
4.07204,1.00000
4.08204,1.00000
4.09205,1.00000
4.10205,1.00000
4.11206,1.00000
4.12206,1.00000
4.13207,1.00000
4.14207,1.00000
4.15208,1.00000
4.16208,1.00000
4.17209,1.00000
4.18209,1.00000
4.19210,1.00000
4.20210,1.00000
4.21211,1.00000
4.22211,1.00000
4.23212,1.00000
4.24212,1.00000
4.25213,1.00000
4.26213,1.00000
4.27214,1.00000
4.28214,1.00000
4.29215,1.00000
4.30215,1.00000
4.31216,1.00000
4.32216,1.00000
4.33217,1.00000
4.34217,1.00000
4.35218,1.00000
4.36218,1.00000
4.37219,1.00000
4.38219,1.00000
4.39220,1.00000
4.40220,1.00000
4.41221,1.00000
4.42221,1.00000
4.43222,1.00000
4.44222,1.00000
4.45223,1.00000
4.46223,1.00000
4.47224,1.00000
4.48224,1.00000
4.49225,1.00000
4.50225,1.00000
4.51226,1.00000
4.52226,1.00000
4.53227,1.00000
4.54227,1.00000
4.55228,1.00000
4.56228,1.00000
4.57229,1.00000
4.58229,1.00000
4.59230,1.00000
4.60230,1.00000
4.61231,1.00000
4.62231,1.00000
4.63232,1.00000
4.64232,1.00000
4.65233,1.00000
4.66233,1.00000
4.67234,1.00000
4.68234,1.00000
4.69235,1.00000
4.70235,1.00000
4.71236,1.00000
4.72236,1.00000
4.73237,1.00000
4.74237,1.00000
4.75238,1.00000
4.76238,1.00000
4.77239,1.00000
4.78239,1.00000
4.79240,1.00000
4.80240,1.00000
4.81241,1.00000
4.82241,1.00000
4.83242,1.00000
4.84242,1.00000
4.85243,1.00000
4.86243,1.00000
4.87244,1.00000
4.88244,1.00000
4.89245,1.00000
4.90245,1.00000
4.91246,1.00000
4.92246,1.00000
4.93247,1.00000
4.94247,1.00000
4.95248,1.00000
4.96248,1.00000
4.97249,1.00000
4.98249,1.00000
4.99250,1.00000
5.00250,1.00000
5.01251,1.00000
5.02251,1.00000
5.03252,1.00000
5.04252,1.00000
5.05253,1.00000
5.06253,1.00000
5.07254,1.00000
5.08254,1.00000
5.09255,1.00000
5.10255,1.00000
5.11256,1.00000
5.12256,1.00000
5.13257,1.00000
5.14257,1.00000
5.15258,1.00000
5.16258,1.00000
5.17259,1.00000
5.18259,1.00000
5.19260,1.00000
5.20260,1.00000
5.21261,1.00000
5.22261,1.00000
5.23262,1.00000
5.24262,1.00000
5.25263,1.00000
5.26263,1.00000
5.27264,1.00000
5.28264,1.00000
5.29265,1.00000
5.30265,1.00000
5.31266,1.00000
5.32266,1.00000
5.33267,1.00000
5.34267,1.00000
5.35268,1.00000
5.36268,1.00000
5.37269,1.00000
5.38269,1.00000
5.39270,1.00000
5.40270,1.00000
5.41271,1.00000
5.42271,1.00000
5.43272,1.00000
5.44272,1.00000
5.45273,1.00000
5.46273,1.00000
5.47274,1.00000
5.48274,1.00000
5.49275,1.00000
5.50275,1.00000
5.51276,1.00000
5.52276,1.00000
5.53277,1.00000
5.54277,1.00000
5.55278,1.00000
5.56278,1.00000
5.57279,1.00000
5.58279,1.00000
5.59280,1.00000
5.60280,1.00000
5.61281,1.00000
5.62281,1.00000
5.63282,1.00000
5.64282,1.00000
5.65283,1.00000
5.66283,1.00000
5.67284,1.00000
5.68284,1.00000
5.69285,1.00000
5.70285,1.00000
5.71286,1.00000
5.72286,1.00000
5.73287,1.00000
5.74287,1.00000
5.75288,1.00000
5.76288,1.00000
5.77289,1.00000
5.78289,1.00000
5.79290,1.00000
5.80290,1.00000
5.81291,1.00000
5.82291,1.00000
5.83292,1.00000
5.84292,1.00000
5.85293,1.00000
5.86293,1.00000
5.87294,1.00000
5.88294,1.00000
5.89295,1.00000
5.90295,1.00000
5.91296,1.00000
5.92296,1.00000
5.93297,1.00000
5.94297,1.00000
5.95298,1.00000
5.96298,1.00000
5.97299,1.00000
5.98299,1.00000
5.99300,1.00000
6.00300,1.00000
6.01301,1.00000
6.02301,1.00000
6.03302,1.00000
6.04302,1.00000
6.05303,1.00000
6.06303,1.00000
6.07304,1.00000
6.08304,1.00000
6.09305,1.00000
6.10305,1.00000
6.11306,1.00000
6.12306,1.00000
6.13307,1.00000
6.14307,1.00000
6.15308,1.00000
6.16308,1.00000
6.17309,1.00000
6.18309,1.00000
6.19310,1.00000
6.20310,1.00000
6.21311,1.00000
6.22311,1.00000
6.23312,1.00000
6.24312,1.00000
6.25313,1.00000
6.26313,1.00000
6.27314,1.00000
6.28314,1.00000
6.29315,1.00000
6.30315,1.00000
6.31316,1.00000
6.32316,1.00000
6.33317,1.00000
6.34317,1.00000
6.35318,1.00000
6.36318,1.00000
6.37319,1.00000
6.38319,1.00000
6.39320,1.00000
6.40320,1.00000
6.41321,1.00000
6.42321,1.00000
6.43322,1.00000
6.44322,1.00000
6.45323,1.00000
6.46323,1.00000
6.47324,1.00000
6.48324,1.00000
6.49325,1.00000
6.50325,1.00000
6.51326,1.00000
6.52326,1.00000
6.53327,1.00000
6.54327,1.00000
6.55328,1.00000
6.56328,1.00000
6.57329,1.00000
6.58329,1.00000
6.59330,1.00000
6.60330,1.00000
6.61331,1.00000
6.62331,1.00000
6.63332,1.00000
6.64332,1.00000
6.65333,1.00000
6.66333,1.00000
6.67334,1.00000
6.68334,1.00000
6.69335,1.00000
6.70335,1.00000
6.71336,1.00000
6.72336,1.00000
6.73337,1.00000
6.74337,1.00000
6.75338,1.00000
6.76338,1.00000
6.77339,1.00000
6.78339,1.00000
6.79340,1.00000
6.80340,1.00000
6.81341,1.00000
6.82341,1.00000
6.83342,1.00000
6.84342,1.00000
6.85343,1.00000
6.86343,1.00000
6.87344,1.00000
6.88344,1.00000
6.89345,1.00000
6.90345,1.00000
6.91346,1.00000
6.92346,1.00000
6.93347,1.00000
6.94347,1.00000
6.95348,1.00000
6.96348,1.00000
6.97349,1.00000
6.98349,1.00000
6.99350,1.00000
7.00350,1.00000
7.01351,1.00000
7.02351,1.00000
7.03352,1.00000
7.04352,1.00000
7.05353,1.00000
7.06353,1.00000
7.07354,1.00000
7.08354,1.00000
7.09355,1.00000
7.10355,1.00000
7.11356,1.00000
7.12356,1.00000
7.13357,1.00000
7.14357,1.00000
7.15358,1.00000
7.16358,1.00000
7.17359,1.00000
7.18359,1.00000
7.19360,1.00000
7.20360,1.00000
7.21361,1.00000
7.22361,1.00000
7.23362,1.00000
7.24362,1.00000
7.25363,1.00000
7.26363,1.00000
7.27364,1.00000
7.28364,1.00000
7.29365,1.00000
7.30365,1.00000
7.31366,1.00000
7.32366,1.00000
7.33367,1.00000
7.34367,1.00000
7.35368,1.00000
7.36368,1.00000
7.37369,1.00000
7.38369,1.00000
7.39370,1.00000
7.40370,1.00000
7.41371,1.00000
7.42371,1.00000
7.43372,1.00000
7.44372,1.00000
7.45373,1.00000
7.46373,1.00000
7.47374,1.00000
7.48374,1.00000
7.49375,1.00000
7.50375,1.00000
7.51376,1.00000
7.52376,1.00000
7.53377,1.00000
7.54377,1.00000
7.55378,1.00000
7.56378,1.00000
7.57379,1.00000
7.58379,1.00000
7.59380,1.00000
7.60380,1.00000
7.61381,1.00000
7.62381,1.00000
7.63382,1.00000
7.64382,1.00000
7.65383,1.00000
7.66383,1.00000
7.67384,1.00000
7.68384,1.00000
7.69385,1.00000
7.70385,1.00000
7.71386,1.00000
7.72386,1.00000
7.73387,1.00000
7.74387,1.00000
7.75388,1.00000
7.76388,1.00000
7.77389,1.00000
7.78389,1.00000
7.79390,1.00000
7.80390,1.00000
7.81391,1.00000
7.82391,1.00000
7.83392,1.00000
7.84392,1.00000
7.85393,1.00000
7.86393,1.00000
7.87394,1.00000
7.88394,1.00000
7.89395,1.00000
7.90395,1.00000
7.91396,1.00000
7.92396,1.00000
7.93397,1.00000
7.94397,1.00000
7.95398,1.00000
7.96398,1.00000
7.97399,1.00000
7.98399,1.00000
7.99400,1.00000
8.00400,1.00000
8.01401,1.00000
8.02401,1.00000
8.03402,1.00000
8.04402,1.00000
8.05403,1.00000
8.06403,1.00000
8.07404,1.00000
8.08404,1.00000
8.09405,1.00000
8.10405,1.00000
8.11406,1.00000
8.12406,1.00000
8.13407,1.00000
8.14407,1.00000
8.15408,1.00000
8.16408,1.00000
8.17409,1.00000
8.18409,1.00000
8.19410,1.00000
8.20410,1.00000
8.21411,1.00000
8.22411,1.00000
8.23412,1.00000
8.24412,1.00000
8.25413,1.00000
8.26413,1.00000
8.27414,1.00000
8.28414,1.00000
8.29415,1.00000
8.30415,1.00000
8.31416,1.00000
8.32416,1.00000
8.33417,1.00000
8.34417,1.00000
8.35418,1.00000
8.36418,1.00000
8.37419,1.00000
8.38419,1.00000
8.39420,1.00000
8.40420,1.00000
8.41421,1.00000
8.42421,1.00000
8.43422,1.00000
8.44422,1.00000
8.45423,1.00000
8.46423,1.00000
8.47424,1.00000
8.48424,1.00000
8.49425,1.00000
8.50425,1.00000
8.51426,1.00000
8.52426,1.00000
8.53427,1.00000
8.54427,1.00000
8.55428,1.00000
8.56428,1.00000
8.57429,1.00000
8.58429,1.00000
8.59430,1.00000
8.60430,1.00000
8.61431,1.00000
8.62431,1.00000
8.63432,1.00000
8.64432,1.00000
8.65433,1.00000
8.66433,1.00000
8.67434,1.00000
8.68434,1.00000
8.69435,1.00000
8.70435,1.00000
8.71436,1.00000
8.72436,1.00000
8.73437,1.00000
8.74437,1.00000
8.75438,1.00000
8.76438,1.00000
8.77439,1.00000
8.78439,1.00000
8.79440,1.00000
8.80440,1.00000
8.81441,1.00000
8.82441,1.00000
8.83442,1.00000
8.84442,1.00000
8.85443,1.00000
8.86443,1.00000
8.87444,1.00000
8.88444,1.00000
8.89445,1.00000
8.90445,1.00000
8.91446,1.00000
8.92446,1.00000
8.93447,1.00000
8.94447,1.00000
8.95448,1.00000
8.96448,1.00000
8.97449,1.00000
8.98449,1.00000
8.99450,1.00000
9.00450,1.00000
9.01451,1.00000
9.02451,1.00000
9.03452,1.00000
9.04452,1.00000
9.05453,1.00000
9.06453,1.00000
9.07454,1.00000
9.08454,1.00000
9.09455,1.00000
9.10455,1.00000
9.11456,1.00000
9.12456,1.00000
9.13457,1.00000
9.14457,1.00000
9.15458,1.00000
9.16458,1.00000
9.17459,1.00000
9.18459,1.00000
9.19460,1.00000
9.20460,1.00000
9.21461,1.00000
9.22461,1.00000
9.23462,1.00000
9.24462,1.00000
9.25463,1.00000
9.26463,1.00000
9.27464,1.00000
9.28464,1.00000
9.29465,1.00000
9.30465,1.00000
9.31466,1.00000
9.32466,1.00000
9.33467,1.00000
9.34467,1.00000
9.35468,1.00000
9.36468,1.00000
9.37469,1.00000
9.38469,1.00000
9.39470,1.00000
9.40470,1.00000
9.41471,1.00000
9.42471,1.00000
9.43472,1.00000
9.44472,1.00000
9.45473,1.00000
9.46473,1.00000
9.47474,1.00000
9.48474,1.00000
9.49475,1.00000
9.50475,1.00000
9.51476,1.00000
9.52476,1.00000
9.53477,1.00000
9.54477,1.00000
9.55478,1.00000
9.56478,1.00000
9.57479,1.00000
9.58479,1.00000
9.59480,1.00000
9.60480,1.00000
9.61481,1.00000
9.62481,1.00000
9.63482,1.00000
9.64482,1.00000
9.65483,1.00000
9.66483,1.00000
9.67484,1.00000
9.68484,1.00000
9.69485,1.00000
9.70485,1.00000
9.71486,1.00000
9.72486,1.00000
9.73487,1.00000
9.74487,1.00000
9.75488,1.00000
9.76488,1.00000
9.77489,1.00000
9.78489,1.00000
9.79490,1.00000
9.80490,1.00000
9.81491,1.00000
9.82491,1.00000
9.83492,1.00000
9.84492,1.00000
9.85493,1.00000
9.86493,1.00000
9.87494,1.00000
9.88494,1.00000
9.89495,1.00000
9.90495,1.00000
9.91496,1.00000
9.92496,1.00000
9.93497,1.00000
9.94497,1.00000
9.95498,1.00000
9.96498,1.00000
9.97499,1.00000
9.98499,1.00000
9.99500,1.00000
10.00500,1.00000
10.01501,1.00000
10.02501,1.00000
10.03502,1.00000
10.04502,1.00000
10.05503,1.00000
10.06503,1.00000
10.07504,1.00000
10.08504,1.00000
10.09505,1.00000
10.10505,1.00000
10.11506,1.00000
10.12506,1.00000
10.13507,1.00000
10.14507,1.00000
10.15508,1.00000
10.16508,1.00000
10.17509,1.00000
10.18509,0.99996
10.19510,0.99327
10.20510,0.99327
10.21511,0.99327
10.22511,0.99386
10.23512,1.00000
10.24512,1.00000
10.25513,1.00000
10.26513,1.00000
10.27514,1.00000
10.28514,1.00000
10.29515,1.00000
10.30515,1.00000
10.31516,1.00000
10.32516,1.00000
10.33517,1.00000
10.34517,1.00000
10.35518,1.00000
10.36518,1.00000
10.37519,1.00000
10.38519,1.00000
10.39520,1.00000
10.40520,1.00000
10.41521,1.00000
10.42521,1.00000
10.43522,1.00000
10.44522,1.00000
10.45523,1.00000
10.46523,1.00000
10.47524,1.00000
10.48524,1.00000
10.49525,1.00000
10.50525,1.00000
10.51526,1.00000
10.52526,1.00000
10.53527,1.00000
10.54527,1.00000
10.55528,1.00000
10.56528,1.00000
10.57529,1.00000
10.58529,1.00000
10.59530,1.00000
10.60530,1.00000
10.61531,1.00000
10.62531,1.00000
10.63532,1.00000
10.64532,1.00000
10.65533,1.00000
10.66533,1.00000
10.67534,1.00000
10.68534,1.00000
10.69535,1.00000
10.70535,1.00000
10.71536,1.00000
10.72536,1.00000
10.73537,1.00000
10.74537,1.00000
10.75538,1.00000
10.76538,1.00000
10.77539,1.00000
10.78539,1.00000
10.79540,1.00000
10.80540,1.00000
10.81541,1.00000
10.82541,1.00000
10.83542,1.00000
10.84542,1.00000
10.85543,1.00000
10.86543,1.00000
10.87544,1.00000
10.88544,1.00000
10.89545,1.00000
10.90545,1.00000
10.91546,1.00000
10.92546,1.00000
10.93547,1.00000
10.94547,1.00000
10.95548,1.00000
10.96548,1.00000
10.97549,1.00000
10.98549,1.00000
10.99550,1.00000
11.00550,1.00000
11.01551,1.00000
11.02551,1.00000
11.03552,1.00000
11.04552,1.00000
11.05553,1.00000
11.06553,1.00000
11.07554,1.00000
11.08554,1.00000
11.09555,1.00000
11.10555,1.00000
11.11556,1.00000
11.12556,1.00000
11.13557,1.00000
11.14557,1.00000
11.15558,1.00000
11.16558,1.00000
11.17559,1.00000
11.18559,1.00000
11.19560,1.00000
11.20560,1.00000
11.21561,1.00000
11.22561,1.00000
11.23562,1.00000
11.24562,1.00000
11.25563,1.00000
11.26563,1.00000
11.27564,1.00000
11.28564,1.00000
11.29565,1.00000
11.30565,1.00000
11.31566,1.00000
11.32566,1.00000
11.33567,1.00000
11.34567,1.00000
11.35568,1.00000
11.36568,1.00000
11.37569,1.00000
11.38569,1.00000
11.39570,1.00000
11.40570,1.00000
11.41571,1.00000
11.42571,1.00000
11.43572,1.00000
11.44572,1.00000
11.45573,1.00000
11.46573,1.00000
11.47574,1.00000
11.48574,1.00000
11.49575,1.00000
11.50575,1.00000
11.51576,1.00000
11.52576,1.00000
11.53577,1.00000
11.54577,1.00000
11.55578,1.00000
11.56578,1.00000
11.57579,1.00000
11.58579,1.00000
11.59580,1.00000
11.60580,1.00000
11.61581,1.00000
11.62581,1.00000
11.63582,1.00000
11.64582,1.00000
11.65583,1.00000
11.66583,1.00000
11.67584,1.00000
11.68584,1.00000
11.69585,1.00000
11.70585,1.00000
11.71586,1.00000
11.72586,1.00000
11.73587,1.00000
11.74587,1.00000
11.75588,1.00000
11.76588,1.00000
11.77589,1.00000
11.78589,1.00000
11.79590,1.00000
11.80590,1.00000
11.81591,1.00000
11.82591,1.00000
11.83592,1.00000
11.84592,1.00000
11.85593,1.00000
11.86593,1.00000
11.87594,1.00000
11.88594,1.00000
11.89595,1.00000
11.90595,1.00000
11.91596,1.00000
11.92596,1.00000
11.93597,1.00000
11.94597,1.00000
11.95598,1.00000
11.96598,1.00000
11.97599,1.00000
11.98599,1.00000
11.99600,1.00000
12.00600,1.00000
12.01601,1.00000
12.02601,1.00000
12.03602,1.00000
12.04602,1.00000
12.05603,1.00000
12.06603,1.00000
12.07604,1.00000
12.08604,1.00000
12.09605,1.00000
12.10605,1.00000
12.11606,1.00000
12.12606,1.00000
12.13607,1.00000
12.14607,1.00000
12.15608,1.00000
12.16608,1.00000
12.17609,1.00000
12.18609,1.00000
12.19610,1.00000
12.20610,1.00000
12.21611,1.00000
12.22611,1.00000
12.23612,1.00000
12.24612,1.00000
12.25613,1.00000
12.26613,1.00000
12.27614,1.00000
12.28614,1.00000
12.29615,1.00000
12.30615,1.00000
12.31616,1.00000
12.32616,1.00000
12.33617,1.00000
12.34617,1.00000
12.35618,1.00000
12.36618,1.00000
12.37619,1.00000
12.38619,1.00000
12.39620,1.00000
12.40620,1.00000
12.41621,1.00000
12.42621,1.00000
12.43622,1.00000
12.44622,1.00000
12.45623,1.00000
12.46623,1.00000
12.47624,1.00000
12.48624,1.00000
12.49625,1.00000
12.50625,1.00000
12.51626,1.00000
12.52626,1.00000
12.53627,1.00000
12.54627,1.00000
12.55628,1.00000
12.56628,1.00000
12.57629,1.00000
12.58629,1.00000
12.59630,1.00000
12.60630,1.00000
12.61631,1.00000
12.62631,1.00000
12.63632,1.00000
12.64632,1.00000
12.65633,1.00000
12.66633,1.00000
12.67634,1.00000
12.68634,1.00000
12.69635,1.00000
12.70635,1.00000
12.71636,1.00000
12.72636,1.00000
12.73637,1.00000
12.74637,1.00000
12.75638,1.00000
12.76638,1.00000
12.77639,1.00000
12.78639,1.00000
12.79640,1.00000
12.80640,1.00000
12.81641,1.00000
12.82641,1.00000
12.83642,1.00000
12.84642,1.00000
12.85643,1.00000
12.86643,1.00000
12.87644,1.00000
12.88644,1.00000
12.89645,1.00000
12.90645,1.00000
12.91646,1.00000
12.92646,1.00000
12.93647,1.00000
12.94647,1.00000
12.95648,1.00000
12.96648,1.00000
12.97649,1.00000
12.98649,1.00000
12.99650,1.00000
13.00650,1.00000
13.01651,1.00000
13.02651,1.00000
13.03652,1.00000
13.04652,1.00000
13.05653,1.00000
13.06653,1.00000
13.07654,1.00000
13.08654,1.00000
13.09655,1.00000
13.10655,1.00000
13.11656,1.00000
13.12656,1.00000
13.13657,1.00000
13.14657,1.00000
13.15658,1.00000
13.16658,1.00000
13.17659,1.00000
13.18659,1.00000
13.19660,1.00000
13.20660,1.00000
13.21661,1.00000
13.22661,1.00000
13.23662,1.00000
13.24662,1.00000
13.25663,1.00000
13.26663,1.00000
13.27664,1.00000
13.28664,1.00000
13.29665,1.00000
13.30665,1.00000
13.31666,1.00000
13.32666,1.00000
13.33667,1.00000
13.34667,1.00000
13.35668,1.00000
13.36668,1.00000
13.37669,1.00000
13.38669,1.00000
13.39670,1.00000
13.40670,1.00000
13.41671,1.00000
13.42671,1.00000
13.43672,1.00000
13.44672,1.00000
13.45673,1.00000
13.46673,1.00000
13.47674,1.00000
13.48674,1.00000
13.49675,1.00000
13.50675,1.00000
13.51676,1.00000
13.52676,1.00000
13.53677,1.00000
13.54677,1.00000
13.55678,1.00000
13.56678,1.00000
13.57679,1.00000
13.58679,1.00000
13.59680,1.00000
13.60680,1.00000
13.61681,1.00000
13.62681,1.00000
13.63682,1.00000
13.64682,1.00000
13.65683,1.00000
13.66683,1.00000
13.67684,1.00000
13.68684,1.00000
13.69685,1.00000
13.70685,1.00000
13.71686,1.00000
13.72686,1.00000
13.73687,1.00000
13.74687,1.00000
13.75688,1.00000
13.76688,1.00000
13.77689,1.00000
13.78689,1.00000
13.79690,1.00000
13.80690,1.00000
13.81691,1.00000
13.82691,1.00000
13.83692,1.00000
13.84692,1.00000
13.85693,1.00000
13.86693,1.00000
13.87694,1.00000
13.88694,1.00000
13.89695,1.00000
13.90695,1.00000
13.91696,1.00000
13.92696,1.00000
13.93697,1.00000
13.94697,1.00000
13.95698,1.00000
13.96698,1.00000
13.97699,1.00000
13.98699,1.00000
